edition,round,score1,score2,team1,team2,url,venue,year,,,,,,,,,
2014,BRAZIL,PRELIMINARY,1,8,(0,4),Liechtenstein,Bosnia,2014_BRAZIL_PR.htm,Vaduz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Lithuania,Slovakia,2014_BRAZIL_PR.htm,Vilnius.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,5,(0,3),Moldova,England,2014_BRAZIL_PR.htm,ChiÅôinÛ€u.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(2,1),Montenegro,Poland ,2014_BRAZIL_PR.htm,Podgorica.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Georgia,Belarus,2014_BRAZIL_PR.htm,Tbilisi.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Finland,France,2014_BRAZIL_PR.htm,Helsinki.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Ecuador,Bolivia,2014_BRAZIL_PR.htm,Quito.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(2,1),Argentina,Paraguay,2014_BRAZIL_PR.htm,Cí_rdoba.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(1,0),Colombia,Uruguay,2014_BRAZIL_PR.htm,Barranquilla.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Peru ,Venezuela,2014_BRAZIL_PR.htm,Lima.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Jamaica,United States,2014_BRAZIL_PR.htm,Kingston.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(0,1),Guatemala,Antigua and Barbuda,2014_BRAZIL_PR.htm,Guatemala.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Costa Rica,Mexico ,2014_BRAZIL_PR.htm,San_Josí©.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(2,1),El Salvador,Guyana,2014_BRAZIL_PR.htm,San_Salvador.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,1),Cuba,Honduras,2014_BRAZIL_PR.htm,La_Habana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Canada,Panama,2014_BRAZIL_PR.htm,Toronto.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),New Caledonia,New Zealand,2014_BRAZIL_PR.htm,Noumí©a.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Solomon Islands,Tahiti,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Scotland,Serbia,2014_BRAZIL_PR.htm,Glasgow.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Denmark,Czech Republic,2014_BRAZIL_PR.htm,KíŸbenhavn.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Belgium,Croatia,2014_BRAZIL_PR.htm,Bruxelles.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Scotland,Macedonia,2014_BRAZIL_PR.htm,Glasgow.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,6,1,(3,1),Serbia,Wales,2014_BRAZIL_PR.htm,Novi Sad.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Bulgaria,Armenia,2014_BRAZIL_PR.htm,Sofija.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Italy,Malta,2014_BRAZIL_PR.htm,Modena.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,1),Austria,Germany,2014_BRAZIL_PR.htm,Wien.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Sweden ,Kazakhstan,2014_BRAZIL_PR.htm,Malmí_.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(1,2),Hungary,Netherlands,2014_BRAZIL_PR.htm,Budapest.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Romania ,Andorra,2014_BRAZIL_PR.htm,BucureÅôti.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Turkey,Estonia,2014_BRAZIL_PR.htm,ÛÁstanbul.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Cyprus,Iceland,2014_BRAZIL_PR.htm,Líçrnax.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Norway,Slovenia,2014_BRAZIL_PR.htm,Oslo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Switzerland ,Albania,2014_BRAZIL_PR.htm,Luzern.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(0,0),Portugal,Azerbaijan,2014_BRAZIL_PR.htm,Braga.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Northern Ireland,Luxembourg ,2014_BRAZIL_PR.htm,Belfast.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,2),Israel,Russia,2014_BRAZIL_PR.htm,Tel Aviv.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Greece,Lithuania,2014_BRAZIL_PR.htm,Peiraiíçs.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,1,(2,1),Bosnia,Latvia,2014_BRAZIL_PR.htm,Zenica.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Slovakia,Liechtenstein,2014_BRAZIL_PR.htm,Bratislava.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),England,Ukraine,2014_BRAZIL_PR.htm,London.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Poland ,Moldova,2014_BRAZIL_PR.htm,WrocÅ‰aw.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,6,(0,2),San Marino,Montenegro,2014_BRAZIL_PR.htm,Serravalle.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(0,0),France,Belarus,2014_BRAZIL_PR.htm,Paris.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Georgia,Spain ,2014_BRAZIL_PR_GD.htm#WC,14,I,1,Tbilisi.,2012,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Paraguay,Venezuela,2014_BRAZIL_PR.htm,Asuncií_n.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Peru ,Argentina,2014_BRAZIL_PR.htm,Lima.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Uruguay,Ecuador,2014_BRAZIL_PR.htm,Montevideo.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(1,0),Chile,Colombia,2014_BRAZIL_PR.htm,Santiago.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),United States,Jamaica,2014_BRAZIL_PR.htm,Columbus.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Antigua and Barbuda,Guatemala,2014_BRAZIL_PR.htm,St._Johns.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Mexico ,Costa Rica,2014_BRAZIL_PR.htm,Mí©xico D.F.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,3,(1,1),Guyana,El Salvador,2014_BRAZIL_PR.htm,Georgetown.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Honduras,Cuba,2014_BRAZIL_PR.htm,San_Pedro_Sula.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Panama,Canada,2014_BRAZIL_PR.htm,Panamíç.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Lebanon,Iran,2014_BRAZIL_PR.htm,Beirut.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,1),Uzbekistan,South Korea,2014_BRAZIL_PR.htm,Tashkent.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,0),Jordan,Australia,2014_BRAZIL_PR.htm,Amman.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Japan,Iraq,2014_BRAZIL_PR.htm,Saitama.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,6,1,(2,0),New Zealand,Solomon Islands,2014_BRAZIL_PR.htm,Auckland.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,0),Tahiti,New Caledonia,2014_BRAZIL_PR.htm,Papeete.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Macedonia,Croatia,2014_BRAZIL_PR.htm,Skopje.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,1),Serbia,Belgium,2014_BRAZIL_PR.htm,Beograd.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,1),Wales,Scotland,2014_BRAZIL_PR.htm,Cardiff.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(1,1),Armenia,Italy,2014_BRAZIL_PR.htm,Erevan.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Bulgaria,Denmark,2014_BRAZIL_PR.htm,Sofija.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,1),Czech Republic,Malta,2014_BRAZIL_PR.htm,PlzeÅ_.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Kazakhstan,Austria,2014_BRAZIL_PR.htm,Astana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,0),Faroe Islands,Sweden ,2014_BRAZIL_PR.htm,Tí_rshavn.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,6,(0,2),Ireland,Germany,2014_BRAZIL_PR.htm,Dublin.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Estonia,Hungary,2014_BRAZIL_PR.htm,Tallinn.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(2,0),Netherlands,Andorra,2014_BRAZIL_PR.htm,Rotterdam.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Turkey,Romania ,2014_BRAZIL_PR.htm,ÛÁstanbul.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Albania,Iceland,2014_BRAZIL_PR.htm,Tiraní‚.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),Slovenia,Cyprus,2014_BRAZIL_PR.htm,Maribor.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Switzerland ,Norway,2014_BRAZIL_PR.htm,Bern.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,6,(0,3),Luxembourg ,Israel,2014_BRAZIL_PR.htm,Luxembourg.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Russia,Portugal,2014_BRAZIL_PR.htm,Moskva.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Greece,Bosnia,2014_BRAZIL_PR.htm,Peiraiíçs.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(2,0),Slovakia,Latvia,2014_BRAZIL_PR.htm,Bratislava.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Liechtenstein,Lithuania,2014_BRAZIL_PR.htm,Vaduz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,5,0,(2,0),England,San Marino,2014_BRAZIL_PR.htm,London.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Moldova,Ukraine,2014_BRAZIL_PR.htm,ChiÅôinÛ€u.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,4,(0,2),Belarus,Spain ,2014_BRAZIL_PR_GD.htm#WC,14,I,2,Minsk.,2012,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Finland,Georgia,2014_BRAZIL_PR.htm,Helsinki.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Colombia,Paraguay,2014_BRAZIL_PR.htm,Barranquilla.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(0,0),Argentina,Uruguay,2014_BRAZIL_PR.htm,Mendoza.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,1),Ecuador,Chile,2014_BRAZIL_PR.htm,Quito.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Bolivia,Peru ,2014_BRAZIL_PR.htm,La_Paz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,1),Antigua and Barbuda,United States,2014_BRAZIL_PR.htm,St._Johns.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),Guatemala,Jamaica,2014_BRAZIL_PR.htm,Guatemala.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),El Salvador,Costa Rica,2014_BRAZIL_PR.htm,San_Salvador.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,5,(0,0),Guyana,Mexico ,2014_BRAZIL_PR.htm,Houston.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),Canada,Cuba,2014_BRAZIL_PR.htm,Toronto.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Panama,Honduras,2014_BRAZIL_PR.htm,Panamíç.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,6,(1,2),Solomon Islands,New Caledonia,2014_BRAZIL_PR.htm,Honiara.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Tahiti,New Zealand,2014_BRAZIL_PR.htm,Papeete.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Belgium,Scotland,2014_BRAZIL_PR.htm,Bruxelles.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Croatia,Wales,2014_BRAZIL_PR.htm,Osijek.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Macedonia,Serbia,2014_BRAZIL_PR.htm,Skopje.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Czech Republic,Bulgaria,2014_BRAZIL_PR.htm,Praha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(2,1),Italy,Denmark,2014_BRAZIL_PR.htm,Milano.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(1,0),Austria,Kazakhstan,2014_BRAZIL_PR.htm,Wien.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,4,(3,0),Germany,Sweden ,2014_BRAZIL_PR.htm,Berlin.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(0,0),Faroe Islands,Ireland,2014_BRAZIL_PR.htm,Tí_rshavn.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Andorra,Estonia,2014_BRAZIL_PR.htm,Andorra la Vella.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,1),Hungary,Turkey,2014_BRAZIL_PR.htm,Budapest.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,4,(1,3),Romania ,Netherlands,2014_BRAZIL_PR.htm,BucureÅôti.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),Albania,Slovenia,2014_BRAZIL_PR.htm,Tiraní‚.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(1,1),Cyprus,Norway,2014_BRAZIL_PR.htm,Líçrnax.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),Iceland,Switzerland ,2014_BRAZIL_PR.htm,Reykjaví_k.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Russia,Azerbaijan,2014_BRAZIL_PR.htm,Moskva.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Portugal,Northern Ireland,2014_BRAZIL_PR.htm,Porto.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(2,0),Israel,Luxembourg ,2014_BRAZIL_PR.htm,Tel Aviv.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Slovakia,Greece,2014_BRAZIL_PR.htm,Bratislava.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(3,0),Bosnia,Lithuania,2014_BRAZIL_PR.htm,Zenica.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Latvia,Liechtenstein,2014_BRAZIL_PR.htm,RÛ‚ga.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Ukraine,Montenegro,2014_BRAZIL_PR.htm,Kyí¿v.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,0),San Marino,Moldova,2014_BRAZIL_PR.htm,Serravalle.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Spain ,France,2014_BRAZIL_PR_GD.htm#WC,14,I,3,Madrid.,2012,,,
2014,BRAZIL,PRELIMINARY,2,0,(2,0),Belarus,Georgia,2014_BRAZIL_PR.htm,Minsk.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Venezuela,Ecuador,2014_BRAZIL_PR.htm,Puerto_la_Cruz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,1,(2,0),Bolivia,Uruguay,2014_BRAZIL_PR.htm,La_Paz.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,2),Chile,Argentina,2014_BRAZIL_PR.htm,Santiago.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Paraguay,Peru ,2014_BRAZIL_PR.htm,Asuncií_n.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(3,1),United States,Guatemala,2014_BRAZIL_PR.htm,Kansas City.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,4,1,(2,0),Jamaica,Antigua and Barbuda,2014_BRAZIL_PR.htm,Kingston.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,7,0,(2,0),Costa Rica,Guyana,2014_BRAZIL_PR.htm,San_Josí©.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(0,0),Mexico ,El Salvador,2014_BRAZIL_PR.htm,Torreí_n.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,8,1,(4,0),Honduras,Canada,2014_BRAZIL_PR.htm,San_Pedro_Sula.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Cuba,Panama,2014_BRAZIL_PR.htm,La_Habana.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Iran,South Korea,2014_BRAZIL_PR.htm,Tehran.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,1),Qatar,Uzbekistan,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,0),Oman,Jordan,2014_BRAZIL_PR.htm,Muscat.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,0),Iraq,Australia,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(1,0),New Zealand,Tahiti,2014_BRAZIL_PR.htm,Christchurch.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,5,0,(4,0),New Caledonia,Solomon Islands,2014_BRAZIL_PR.htm,Noumí©a.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Poland ,England,2014_BRAZIL_PR.htm,Warszawa.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Northern Ireland,Azerbaijan,2014_BRAZIL_PR.htm,Belfast.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(2,0),Montenegro,San Marino,2014_BRAZIL_PR.htm,Podgorica.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Qatar,Lebanon,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Iran,Uzbekistan,2014_BRAZIL_PR.htm,Tehran.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(0,1),Oman,Japan,2014_BRAZIL_PR.htm,Muscat.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Iraq,Jordan,2014_BRAZIL_PR.htm,Doha.,2012,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(2,1),Panama,Costa Rica,2014_BRAZIL_PR.htm,Panamíç.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Mexico ,Jamaica,2014_BRAZIL_PR.htm,Mí©xico D.F.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Honduras,United States,2014_BRAZIL_PR.htm,San_Pedro_Sula.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(2,0),Croatia,Serbia,2014_BRAZIL_PR.htm,Zagreb.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,1),Macedonia,Belgium,2014_BRAZIL_PR.htm,Skopje.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Scotland,Wales,2014_BRAZIL_PR.htm,Glasgow.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,6,0,(2,0),Bulgaria,Malta,2014_BRAZIL_PR.htm,Sofija.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,0),Czech Republic,Denmark,2014_BRAZIL_PR.htm,Olomouc.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,3,(0,2),Kazakhstan,Germany,2014_BRAZIL_PR.htm,Astana.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,6,0,(3,0),Austria,Faroe Islands,2014_BRAZIL_PR.htm,Wien.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Sweden ,Ireland,2014_BRAZIL_PR.htm,Stockholm.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,2,(0,2),Andorra,Turkey,2014_BRAZIL_PR.htm,Andorra la Vella.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(1,0),Hungary,Romania ,2014_BRAZIL_PR.htm,Budapest.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(0,0),Netherlands,Estonia,2014_BRAZIL_PR.htm,Amsterdam.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Norway,Albania,2014_BRAZIL_PR.htm,Oslo.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Slovenia,Iceland,2014_BRAZIL_PR.htm,Ljubljana.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Luxembourg ,Azerbaijan,2014_BRAZIL_PR.htm,Luxembourg.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,3,(2,1),Israel,Portugal,2014_BRAZIL_PR.htm,Tel Aviv.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(2,0),Bosnia,Greece,2014_BRAZIL_PR.htm,Zenica.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Slovakia,Lithuania,2014_BRAZIL_PR.htm,Å_ilina.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,1),Liechtenstein,Latvia,2014_BRAZIL_PR.htm,Vaduz.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,8,(0,5),San Marino,England,2014_BRAZIL_PR.htm,Serravalle.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,3,(1,3),Poland ,Ukraine,2014_BRAZIL_PR.htm,Warszawa.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Moldova,Montenegro,2014_BRAZIL_PR.htm,ChiÅôinÛ€u.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(1,0),France,Georgia,2014_BRAZIL_PR.htm,Paris.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Spain ,Finland,2014_BRAZIL_PR_GD.htm#WC,14,I,4,Gijí_n.,2013,,,
2014,BRAZIL,PRELIMINARY,5,0,(1,0),Colombia,Bolivia,2014_BRAZIL_PR.htm,Barranquilla.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Uruguay,Paraguay,2014_BRAZIL_PR.htm,Montevideo.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Peru ,Chile,2014_BRAZIL_PR.htm,Lima.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(2,0),Argentina,Venezuela,2014_BRAZIL_PR.htm,Buenos Aires.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Jamaica,Panama,2014_BRAZIL_PR.htm,Kingston.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(1,0),United States,Costa Rica,2014_BRAZIL_PR.htm,Commerce City.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,2,(0,1),Honduras,Mexico ,2014_BRAZIL_PR.htm,San_Pedro_Sula.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,0),New Zealand,New Caledonia,2014_BRAZIL_PR.htm,Dunedin.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),Tahiti,Solomon Islands,2014_BRAZIL_PR.htm,Papeete.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Cyprus,Switzerland ,2014_BRAZIL_PR.htm,Levkosí_a.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,0,(1,0),South Africa,Central African Republic ,(Centrafrique),2014_BRAZIL_PR.htm,Cape Town.,2013,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(0,0),Tunisia,Sierra Leone,2014_BRAZIL_PR.htm,RadíÂs.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,0,(0,0),Ivory Coast,Gambia,2014_BRAZIL_PR.htm,Abidjan.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Congo,Gabon,2014_BRAZIL_PR.htm,Pointe,Noire.,2013,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Burkina Faso,Niger,2014_BRAZIL_PR.htm,Ouagadougou.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,1),Nigeria,Kenya,2014_BRAZIL_PR.htm,Calabar.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,1,(0,0),Namibia,Malawi,2014_BRAZIL_PR.htm,Windhoek.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,2,1,(1,1),Cameroon,Togo,2014_BRAZIL_PR.htm,Yaoundí©.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(1,0),Senegal,Angola,2014_BRAZIL_PR.htm,Conakry.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,0,(0,0),Ethiopia,Botswana,2014_BRAZIL_PR.htm,Addis Ababa.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,4,3,(2,2),Guinea,Cape Verde,2014_BRAZIL_PR.htm,Malabo.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,3,1,(0,0),Tanzania,Morocco,2014_BRAZIL_PR.htm,Dar es Salaam.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,4,0,(2,0),Ghana,Sudan,2014_BRAZIL_PR.htm,Kumasi.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,1,(0,0),Lesotho,Zambia,2014_BRAZIL_PR.htm,Maseru.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,0,0,(0,0),Mozambique,Guinea,2014_BRAZIL_PR.htm,Maputo.,2013,,,,,,
2014,BRAZIL,PRELIMINARY,1,2,(1,0),Rwanda,Mali,2014_BRAZIL_PR.htm,Kigali.,2013,,,,,,
